Individual	WeeksSinceStart	distFromPrevious
CUB028	6	0.054838979
CUB028	7	0.219262805
CUB028	8	0.168012704
CUB029	1	0.324323385
CUB029	2	0.156328635
CUB029	3	0.228389658
CUB029	5	0.148143652
CUB029	6	0.221546143
CUB029	8	0.260692406
CUB032	1	0.1989446
CUB032	2	0.209354466
CUB032	3	0.246318343
CUB032	4	0.20653599
CUB032	5	0.344770228
CUB032	6	0.363924228
CUB032	8	0.320582788
CUB033	0.5	0.126189282
CUB033	1	0.180136751
CUB033	2	0.424971873
CUB033	3	0.111212424
CUB033	4	0.40364532
CUB033	5	0.170828316
CUB033	6	0.327706647
CUB033	7	0.334029915
CUB033	8	0.225435609
CUB036	0.5	0.216642353
CUB036	1	0.236764286
CUB036	2	0.22791943
CUB036	3	0.224569841
CUB036	4	0.485183939
CUB036	5	0.177049136
CUB036	6	0.388238111
CUB037	0.5	0.232743191
CUB037	1	0.50636943
CUB037	2	0.481874625
CUB037	3	0.39818571
CUB037	4	0.313830323
CUB037	5	0.360007098
CUB037	6	0.29334482
CUB037	8	0.241777048
CUB038	0.5	0.326891774
CUB038	1	0.268849128
CUB038	2	0.159631159
CUB038	3	0.210060545
CUB038	5	0.299740461
CUB038	7	0.315050442
CUB038	8	0.267925812
CUB040	0.5	0.15155778
CUB040	1	0.189245679
CUB040	2	0.150056121
CUB040	3	0.151658673
CUB040	4	0.132235403
CUB040	5	0.199017983
CUB040	6	0.174425971
CUB040	7	0.168098434
CUB040	8	0.25469584
CUB042	0.5	0.094155772
CUB042	2	0.352033724
CUB042	3	0.359009654
CUB042	4	0.221142127
CUB042	5	0.254375282
CUB042	6	0.124006753
CUB042	7	0.319666128
CUB042	8	0.159181025
CUB044	0.5	0.145654331
CUB044	1	0.092319361
CUB044	2	0.077760698
CUB044	3	0.281104871
CUB044	4	0.297327192
CUB044	5	0.092695441
CUB044	6	0.297906376
CUB044	7	0.192057634
CUB044	8	0.230444824
CUB048	0.5	0.154029736
CUB048	1	0.251341028
CUB048	2	0.34899795
CUB048	3	0.361853627
CUB048	4	0.21041768
CUB048	5	0.21806622
CUB048	6	0.189834
CUB048	7	0.099127355
CUB048	8	0.411693159
CUB049	0.5	0.200291267
CUB049	1	0.202503275
CUB049	2	0.218987828
CUB049	3	0.371108973
CUB049	4	0.311677584
CUB049	6	0.231327977
CUB050	1	0.194967872
CUB050	2	0.165997942
CUB050	3	0.178651777
CUB050	4	0.198206324
CUB050	5	0.110892816
CUB050	6	0.226392284
CUB050	7	0.272880793
CUB050	8	0.2048082
CUB051	0.5	0.294716064
CUB051	1	0.221870346
CUB051	2	0.208955263
CUB051	5	0.194397981
CUB051	7	0.200810994
CUB051	8	0.1905953
CUB052	0.5	0.133745796
CUB052	1	0.149079546
CUB052	2	0.195255286
CUB052	3	0.152565981
CUB052	4	0.173697844
CUB052	5	0.240796156
CUB052	6	0.422164582
CUB052	7	0.348098393
CUB052	8	0.304939457
CUB053	0.5	0.433026573
CUB053	1	0.204604624
CUB053	2	0.172648345
CUB053	3	0.352609134
CUB053	4	0.134858482
CUB053	5	0.111564205
CUB053	6	0.052834698
CUB053	7	0.106699646
CUB053	8	0.250894594
CUB056	1	0.157443718
CUB056	2	0.138960085
CUB056	3	0.18636345
CUB056	4	0.207032421
CUB056	5	0.175062781
CUB056	6	0.082134492
CUB056	8	0.155854653
CUB061	0.5	0.261532414
CUB061	2	0.15483014
CUB061	4	0.190309795
CUB061	5	0.158565784
CUB061	7	0.135694799
CUB061	8	0.072425783
NAU101	1	0.094362496
NAU101	2	0.216995666
NAU101	3	0.244050042
NAU101	4	0.166258596
NAU101	5	0.170067828
NAU101	6	0.120787423
NAU101	8	0.123758017
NAU101	9	0.176576855
NAU102	1	0.359610496
NAU102	2	0.193261239
NAU102	3	0.143529317
NAU102	4	0.234005412
NAU102	5	0.272763827
NAU102	9	0.22938309
NAU105	1	0.244920518
NAU105	2	0.181732653
NAU105	3	0.361580776
NAU105	5	0.147029359
NAU105	6	0.121138622
NAU105	8	0.204088399
NAU106	1	0.261176392
NAU106	3	0.263560386
NAU106	4	0.220421112
NAU106	5	0.235907102
NAU106	6	0.300425352
NAU106	8	0.326807365
NAU106	9	0.288366735
NAU107	1	0.423758163
NAU107	2	0.366282811
NAU107	3	0.254548021
NAU107	4	0.390365081
NAU107	5	0.315947626
NAU107	6	0.352313966
NAU107	8	0.251898707
NAU107	9	0.233027935
NAU108	1	0.293133364
NAU108	2	0.234694509
NAU108	3	0.224855525
NAU108	4	0.854003848
NAU108	5	0.872317837
NAU108	6	0.291945853
NAU109	1	0.054906174
NAU109	2	0.04393054
NAU109	3	0.039710652
NAU109	4	0.074496657
NAU109	5	0.107339826
NAU109	6	0.051441882
NAU109	8	0.146208858
NAU109	9	0.137227041
NAU110	1	0.240293086
NAU110	2	0.131374332
NAU110	3	0.09292864
NAU110	4	0.201678281
NAU110	5	0.129582832
NAU110	6	0.090676976
NAU110	8	0.155624398
NAU110	9	0.135791663
NAU114	1	0.17719956
NAU114	2	0.202208336
NAU114	3	0.352939713
NAU114	4	0.245316838
NAU114	5	0.229989914
NAU114	6	0.202346839
NAU114	8	0.26124111
NAU117	1	0.139852067
NAU117	2	0.185130221
NAU117	3	0.303880981
NAU117	6	0.179142526
NAU117	7	0.270706393
NAU117	8	0.163446112
NAU117	9	0.24681664
NAU121	1	0.244300387
NAU121	2	0.261214349
NAU121	3	0.321447949
NAU121	4	0.258455379
NAU121	5	0.41650603
NAU121	6	0.395721946
NAU121	8	0.312726065
NAU121	9	0.386177567
NAU123	1	0.144026985
NAU123	2	0.378746738
NAU123	3	0.438894214
NAU123	4	0.301593636
NAU123	5	0.272119027
NAU123	6	0.235855472
NAU123	8	0.244695637
NAU123	9	0.133305712
NAU124	1	0.074975219
NAU124	2	0.110488109
NAU124	3	0.136433781
NAU124	4	0.184972613
NAU124	5	0.196875207
NAU124	6	0.117245113
NAU124	8	0.135536365
NAU124	9	0.148287637
NAU129	1	0.274512818
NAU129	2	0.386061524
NAU129	3	0.304422202
NAU129	4	0.251885525
NAU129	5	0.24265383
NAU129	6	0.252903093
NAU129	8	0.261480471
NAU129	9	0.168443086
NAU130	2	0.320555666
NAU130	3	0.194595301
NAU130	4	0.253308119
NAU130	5	0.153935446
NAU130	7	0.208987061
NAU130	8	0.411402923
NAU130	9	0.267601689
NAU132	1	0.322831593
NAU132	2	0.309800004
NAU132	3	0.209630215
NAU132	4	0.104589574
NAU132	5	0.173410252
NAU132	6	0.239647252
NAU132	8	0.190123163
NAU132	9	0.255373949
NAU133	1	0.139439771
NAU133	2	0.189793118
NAU133	3	0.085165924
NAU133	4	0.126107352
NAU133	5	0.177092166
NAU133	7	0.156023916
NAU133	8	0.190609771
NAU133	9	0.121240055
NAU134	1	0.167644636
NAU134	2	0.052110923
NAU134	3	0.1226674
NAU134	4	0.055935144
NAU134	6	0.072785769
NAU134	8	0.12581625
NAU136	1	0.271523217
NAU136	2	0.230739646
NAU136	3	0.233181708
NAU136	4	0.25437119
NAU136	5	0.250316332
NAU136	8	0.269223088
NAU136	9	0.289041534
NAU139	1	0.411048895
NAU139	2	0.168868391
NAU139	3	0.225340168
NAU139	4	0.200710124
NAU139	5	0.257352999
NAU139	7	0.273197965
NAU139	8	0.283996909
NAU139	9	0.291089304
NAU144	2	0.448397881
NAU144	3	0.422374078
NAU144	4	0.132580752
NAU144	5	0.191646009
NAU144	7	0.185682156
NAU144	8	0.375074794
NAU144	9	0.404819218
NAU147	1	0.262150328
NAU147	3	0.215818821
NAU147	4	0.441801832
NAU147	5	0.527480568
NAU147	6	0.323117152
NAU147	9	0.272117849
NAU148	1	0.31237289
NAU148	2	0.186617237
NAU148	4	0.243723927
NAU148	5	0.197645354
NAU148	6	0.127971098
NAU148	8	0.123258126
NAU148	9	0.130922542
NAU149	1	0.296451036
NAU149	2	0.289256382
NAU149	3	0.059125406
NAU149	4	0.115992243
NAU149	5	0.22566435
NAU149	7	0.102885468
NAU149	8	0.069352197
NAU149	9	0.078889506
NAU150	1	0.435640434
NAU150	3	0.423699915
NAU150	4	0.294901101
NAU150	5	0.304939311
NAU150	7	0.302771284
NAU150	8	0.311837843
NAU150	9	0.248504099
NAU153	1	0.350205074
NAU153	2	0.54815305
NAU153	3	0.581366069
NAU153	4	0.222437416
NAU153	5	0.243921151
NAU153	6	0.407962226
NAU153	9	0.343771176
NAU154	1	0.214118005
NAU154	2	0.168746159
NAU154	3	0.227376309
NAU154	4	0.22710464
NAU154	5	0.264756428
NAU154	6	0.477950751
NAU154	8	0.334250763
NAU154	9	0.277669405
NAU155	1	0.250918499
NAU155	2	0.340202065
NAU155	3	0.418023541
NAU155	4	0.243656114
NAU155	5	0.280337908
NAU155	6	0.31764546
NAU155	8	0.342148724
NAU155	9	0.276899314
NAU157	1	0.114841545
NAU157	2	0.197200541
NAU157	2	0.490685994
NAU157	3	0.436390039
NAU157	4	0.159134521
NAU157	5	0.243888419
NAU157	6	0.170013432
NAU157	8	0.245173814
NAU157	9	0.256468711
NAU159	2	0.153489589
NAU159	3	0.135518077
NAU159	4	0.105351895
NAU159	5	0.135575866
NAU159	6	0.139814831
NAU159	9	0.134462608
NAU160	1	0.340656644
NAU160	2	0.374629056
NAU160	3	0.602360997
NAU160	4	0.591303023
NAU160	5	0.290295538
NAU160	8	0.118396996
NAU160	9	0.238616074
NAU161	1	0.16971475
NAU161	4	0.24793513
NAU161	5	0.269133313
NAU161	7	0.244676695
NAU161	8	0.248105345
NAU161	9	0.190042286
NAU164	1	0.408980069
NAU164	2	0.262216425
NAU164	3	0.310338777
NAU164	4	0.291195342
NAU164	5	0.221158512
NAU164	6	0.268007432
NCS203	1	0.182724354
NCS203	2	0.208783995
NCS203	3	0.2722275
NCS203	5	0.266433192
NCS203	6	0.501762301
NCS203	7	0.3087197
NCS203	8	0.277552575
NCS203	9	0.39424215
NCS204	1	0.093581515
NCS204	2	0.100094265
NCS204	3	0.099269022
NCS204	5	0.069663582
NCS204	6	0.074520082
NCS204	7	0.113082132
NCS204	8	0.107992987
NCS204	9	0.124489202
NCS210	1	0.155319182
NCS210	2	0.171153868
NCS210	3	0.229101505
NCS210	5	0.240409039
NCS210	6	0.442038342
NCS210	7	0.424580494
NCS210	9	0.253757939
NCS212	1	0.203382315
NCS212	2	0.308198112
NCS212	3	0.211703285
NCS212	5	0.180251572
NCS212	6	0.240877478
NCS212	7	0.357051832
NCS212	9	0.293957674
NCS213	1	0.268508669
NCS213	2	0.167316416
NCS213	3	0.166562154
NCS213	5	0.132397575
NCS213	6	0.224596749
NCS213	7	0.176845934
NCS213	8	0.19665169
NCS214	1	0.363396531
NCS214	2	0.255517013
NCS214	5	0.180241226
NCS214	6	0.219128658
NCS214	8	0.206334602
NCS214	9	0.203505884
NCS233	1	0.124593741
NCS233	2	0.102403374
NCS233	3	0.094321712
NCS233	5	0.295580572
NCS233	6	0.279152534
NCS233	7	0.450552277
NCS233	8	0.484888989
NCS233	9	0.13509979
NCS234	1	0.175823247
NCS234	2	0.222493362
NCS234	3	0.261369391
NCS234	5	0.281903557
NCS234	6	0.283556661
NCS234	7	0.355777333
NCS234	8	0.30570313
NCS234	9	0.175958214
NCS237	1	0.24192408
NCS237	2	0.549642498
NCS237	3	0.523292268
NCS237	6	0.573493849
NCS237	7	0.235190272
NCS237	9	0.424466924
NCS243	1	0.191222551
NCS243	2	0.199171706
NCS243	3	0.184498629
NCS243	5	0.266811288
NCS243	6	0.214409561
NCS243	8	0.121936087
NCS243	9	0.117584174
NCS248	1	0.231775272
NCS248	2	0.281430217
NCS248	3	0.349687925
NCS248	5	0.205970252
NCS248	6	0.154023061
NCS248	7	0.117090348
NCS248	8	0.159422544
NCS248	9	0.330403629
NCS253	1	0.139644939
NCS253	2	0.337374961
NCS253	3	0.28947333
NCS253	5	0.398943223
NCS253	6	0.361595268
NCS253	7	0.221447443
NCS253	9	0.358037353
NCS255	1	0.262335965
NCS255	3	0.245626272
NCS255	5	0.367931991
NCS255	6	0.30677947
NCS255	7	0.247933623
NCS255	8	0.224333011
NCS255	9	0.233213219
NCS263	1	0.084759961
NCS263	2	0.093270096
NCS263	5	0.044129721
NCS263	6	0.076033286
NCS263	7	0.050874378
NCS263	8	0.194586213
